PRODUCT_CONFIGURATION_ID,SALES_DOC,SALESDOC_CREATION_DATE(YYYYMMDD),SALES_DOC_ITEM,SALES_DOC_CAT,CONFIG_PRODUCT,IQ_MAX_PAL_WEIGHT,IQ_PALLET_MOVE,IQ_CUST_PRIO,IQ_MIN_ISLE_WIDTH,IQ_SURFACE,IQ_WH_CL_HEIGHT,IQ_WH_SIZE,IQ_MAX_RACK_HEIGHT,IQ_WH_NOISE,AVC_CR_COUNTERWEIGHT_VXX,AVC_CR_POWERSOURCE_VXX,AVC_CR_FORKSIZE_VXX,AVC_CR_WHEELTYPE_VXX,LEAD_TIME,UNIT_NET_PRICE,UNIT_GROSS_PRICE,UNIT_COGS,CURRENCY
32056,21150,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,3,SM,75,20000,25,NO,500,ELEC,S,C,4,0,0,0,GBP
31512,20878,20221130,10,C,PJ001_P0,100,10,OPERATING_COSTS,3,SM,25,50000,20,YES,2000,ELEC,M,C,9,0,0,0,GBP
89440,49842,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,GR,50,20000,20,YES,2000,COMB,S,P,6,0,0,0,GBP
38386,24315,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,AS,50,20000,35,NO,1000,COMB,L,P,7,0,0,0,GBP
89320,49782,20221130,10,C,PJ001_P0,500,25,LEAD_TIME,7,AS,25,20000,20,YES,1000,COMB,S,P,1,0,0,0,GBP
89658,49951,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,10,AS,25,20000,20,NO,1000,COMB,S,P,2,0,0,0,GBP
95474,52859,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,10,SM,25,50000,20,YES,1000,COMB,M,C,3,0,0,0,GBP
89548,49896,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,3,GR,25,20000,20,YES,1000,COMB,S,P,0,0,0,0,GBP
95784,53014,20221130,10,C,PJ001_P0,500,25,LEAD_TIME,7,AS,25,20000,20,NO,1000,COMB,M,P,9,0,0,0,GBP
31536,20890,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,SM,25,75000,10,YES,2000,ELEC,M,P,9,0,0,0,GBP
89418,49831,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,7,SM,25,75000,10,NO,2000,COMB,M,C,8,0,0,0,GBP
89134,49689,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,SM,75,20000,35,NO,500,COMB,L,C,3,0,0,0,GBP
38792,24518,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,3,GR,25,50000,20,YES,1000,COMB,M,P,6,0,0,0,GBP
95060,52652,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,GR,25,75000,10,YES,2000,ELEC,S,P,2,0,0,0,GBP
95170,52707,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,AS,25,50000,20,YES,1000,ELEC,S,P,6,0,0,0,GBP
95288,52766,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,3,GR,25,50000,20,YES,1000,COMB,M,P,9,0,0,0,GBP
38882,24563,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,10,AS,25,20000,20,NO,1000,ELEC,S,P,7,0,0,0,GBP
95398,52821,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,25,20000,20,YES,1000,ELEC,M,P,5,0,0,0,GBP
94760,52502,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,25,20000,10,YES,1000,ELEC,S,P,5,0,0,0,GBP
38396,24320,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,3,SM,25,20000,10,YES,1000,ELEC,S,P,0,0,0,0,GBP
94464,52354,20221130,10,C,PJ001_P0,500,25,ENVIRON_IMPACT,3,AS,50,20000,35,YES,1000,ELEC,L,P,6,0,0,0,GBP
40708,25476,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,10,GR,50,75000,25,YES,1000,ELEC,S,P,1,0,0,0,GBP
31822,21033,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,3,AS,25,50000,20,YES,1000,COMB,M,P,3,0,0,0,GBP
38582,24413,20221130,10,C,PJ001_P0,1000,10,LEAD_TIME,7,AS,25,75000,20,YES,2000,ELEC,S,P,5,0,0,0,GBP
89604,49924,20221130,10,C,PJ001_P0,500,50,LEAD_TIME,3,AS,75,50000,35,YES,1000,COMB,L,P,8,0,0,0,GBP
31722,20983,20221130,10,C,PJ001_P0,50,25,ENVIRON_IMPACT,7,SM,50,20000,25,YES,2000,ELEC,M,C,2,0,0,0,GBP
89704,49974,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,7,SM,25,20000,20,YES,2000,ELEC,M,C,6,0,0,0,GBP
89230,49737,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,10,AS,25,50000,10,YES,2000,COMB,S,P,0,0,0,0,GBP
89330,49787,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,SM,25,75000,20,NO,500,COMB,S,C,9,0,0,0,GBP
89530,49887,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,GR,50,50000,35,YES,1000,COMB,S,P,4,0,0,0,GBP
95770,53007,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,25,50000,20,YES,1000,COMB,M,P,9,0,0,0,GBP
38496,24370,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,3,SM,25,50000,20,NO,1000,COMB,M,C,8,0,0,0,GBP
89430,49837,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,SM,75,20000,20,YES,500,ELEC,S,C,0,0,0,0,GBP
89404,49824,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,7,AS,75,50000,25,YES,2000,COMB,M,P,1,0,0,0,GBP
31816,21030,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,7,AS,25,50000,20,YES,2000,ELEC,M,P,5,0,0,0,GBP
95194,52719,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,7,SM,25,20000,20,YES,500,ELEC,M,C,2,0,0,0,GBP
89518,49881,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,3,GR,25,50000,10,YES,1000,ELEC,S,P,7,0,0,0,GBP
31416,20830,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,SM,25,50000,20,YES,500,ELEC,M,C,0,0,0,0,GBP
31926,21085,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,7,AS,25,50000,20,YES,1000,ELEC,M,P,3,0,0,0,GBP
89234,49739,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,7,AS,25,20000,10,NO,2000,COMB,M,P,2,0,0,0,GBP
89338,49791,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,10,GR,75,50000,35,YES,1000,ELEC,M,P,6,0,0,0,GBP
38692,24468,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,7,SM,50,20000,35,NO,1000,COMB,S,C,6,0,0,0,GBP
95594,52919,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,7,AS,25,20000,20,YES,1000,ELEC,S,P,9,0,0,0,GBP
89448,49846,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,SM,25,50000,20,YES,500,COMB,L,C,3,0,0,0,GBP
95698,52971,20221130,10,C,PJ001_P0,100,10,LEAD_TIME,7,SM,25,75000,10,YES,1000,ELEC,S,C,6,0,0,0,GBP
95484,52864,20221130,10,C,PJ001_P0,50,25,ENVIRON_IMPACT,3,AS,25,50000,20,YES,1000,ELEC,S,P,9,0,0,0,GBP
89228,49736,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,7,SM,25,20000,10,YES,500,ELEC,S,C,7,0,0,0,GBP
95298,52771,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,AS,25,20000,20,YES,1000,ELEC,S,P,0,0,0,0,GBP
95090,52667,20221130,10,C,PJ001_P0,50,25,ENVIRON_IMPACT,3,SM,50,20000,35,YES,1000,ELEC,S,C,4,0,0,0,GBP
94860,52552,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,SM,25,20000,20,YES,1000,ELEC,M,C,5,0,0,0,GBP
94970,52607,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,SM,75,20000,20,NO,2000,ELEC,S,C,9,0,0,0,GBP
94894,52569,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,7,GR,50,20000,35,YES,2000,COMB,S,P,2,0,0,0,GBP
94680,52462,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,3,SM,25,50000,20,YES,1000,ELEC,S,C,9,0,0,0,GBP
94790,52517,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,AS,25,20000,10,YES,2000,COMB,S,P,5,0,0,0,GBP
94394,52319,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,10,SM,25,20000,20,YES,1000,ELEC,S,P,7,0,0,0,GBP
94674,52459,20221130,10,C,PJ001_P0,500,25,ENVIRON_IMPACT,7,AS,25,50000,20,NO,2000,ELEC,L,P,3,0,0,0,GBP
89520,49882,20221130,10,C,PJ001_P0,50,10,LEAD_TIME,10,AS,75,75000,35,YES,1000,ELEC,S,P,9,0,0,0,GBP
32036,21140,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,AS,25,20000,20,YES,2000,ELEC,S,P,5,0,0,0,GBP
94788,52516,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,7,SM,75,50000,20,YES,2000,ELEC,L,C,6,0,0,0,GBP
89600,49922,20221130,10,C,PJ001_P0,500,10,LEAD_TIME,3,SM,50,75000,35,NO,1000,ELEC,S,C,2,0,0,0,GBP
94494,52369,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,SM,75,50000,35,NO,1000,COMB,S,C,9,0,0,0,GBP
38592,24418,20221130,10,C,PJ001_P0,50,25,ENVIRON_IMPACT,7,SM,75,20000,35,YES,2000,ELEC,M,P,1,0,0,0,GBP
31812,21028,20221130,10,C,PJ001_P0,500,50,LEAD_TIME,3,AS,75,50000,10,YES,2000,ELEC,M,P,5,0,0,0,GBP
95380,52812,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,3,AS,50,20000,35,YES,500,ELEC,M,P,2,0,0,0,GBP
94388,52316,20221130,10,C,PJ001_P0,100,10,OPERATING_COSTS,7,SM,25,75000,20,YES,1000,COMB,S,C,1,0,0,0,GBP
95880,53062,20221130,10,C,PJ001_P0,100,10,LEAD_TIME,3,SM,25,75000,20,YES,1000,ELEC,S,C,1,0,0,0,GBP
89300,49772,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,7,AS,75,20000,10,YES,2000,COMB,S,P,3,0,0,0,GBP
95780,53012,20221130,10,C,PJ001_P0,100,25,ENVIRON_IMPACT,3,GR,50,20000,25,YES,2000,ELEC,S,P,8,0,0,0,GBP
31716,20980,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,SM,25,50000,20,YES,1000,COMB,S,C,2,0,0,0,GBP
95294,52769,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,3,GR,25,50000,20,YES,1000,ELEC,L,P,4,0,0,0,GBP
89638,49941,20221130,10,C,PJ001_P0,100,50,ENVIRON_IMPACT,7,AS,50,20000,35,YES,1000,COMB,L,P,8,0,0,0,GBP
95094,52669,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,7,SM,25,20000,20,YES,1000,ELEC,M,C,4,0,0,0,GBP
31406,20825,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,7,SM,25,50000,20,YES,2000,ELEC,M,C,9,0,0,0,GBP
95694,52969,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,7,AS,50,20000,35,YES,1000,ELEC,S,P,4,0,0,0,GBP
31916,21080,20221130,10,C,PJ001_P0,50,10,LEAD_TIME,3,AS,75,75000,25,NO,2000,COMB,S,P,5,0,0,0,GBP
89224,49734,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,SM,50,20000,35,NO,1000,COMB,S,C,9,0,0,0,GBP
89328,49786,20221130,10,C,PJ001_P0,50,50,ENVIRON_IMPACT,7,SM,75,20000,35,NO,1000,ELEC,M,C,2,0,0,0,GBP
89238,49741,20221130,10,C,PJ001_P0,50,25,ENVIRON_IMPACT,3,SM,50,20000,35,YES,1000,ELEC,S,C,7,0,0,0,GBP
94580,52412,20221130,10,C,PJ001_P0,50,10,ENVIRON_IMPACT,10,GR,75,20000,20,YES,1000,ELEC,M,P,6,0,0,0,GBP
94870,52557,20221130,10,C,PJ001_P0,50,10,LEAD_TIME,3,SM,25,50000,20,NO,500,COMB,M,C,8,0,0,0,GBP
94980,52612,20221130,10,C,PJ001_P0,1000,10,OPERATING_COSTS,7,AS,50,50000,25,YES,500,ELEC,S,P,4,0,0,0,GBP
94884,52564,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,GR,25,50000,20,NO,1000,ELEC,S,P,9,0,0,0,GBP
94780,52512,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,10,SM,25,50000,20,NO,500,COMB,S,C,7,0,0,0,GBP
94670,52457,20221130,10,C,PJ001_P0,500,50,LEAD_TIME,3,SM,50,20000,25,NO,500,ELEC,L,C,9,0,0,0,GBP
94684,52464,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,7,AS,25,20000,10,YES,1000,ELEC,L,P,4,0,0,0,GBP
89510,49877,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,AS,25,50000,20,YES,1000,ELEC,M,P,9,0,0,0,GBP
32026,21135,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,10,AS,50,20000,35,NO,1000,COMB,L,P,0,0,0,0,GBP
94798,52521,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,7,GR,75,20000,25,YES,2000,COMB,M,P,6,0,0,0,GBP
94698,52471,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,50,50000,35,YES,2000,COMB,L,P,1,0,0,0,GBP
95490,52867,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,GR,25,20000,20,YES,1000,ELEC,M,P,8,0,0,0,GBP
31802,21023,20221130,10,C,PJ001_P0,500,50,ENVIRON_IMPACT,3,AS,50,20000,25,YES,1000,ELEC,S,P,3,0,0,0,GBP
95390,52817,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,SM,75,20000,25,YES,1000,ELEC,M,C,1,0,0,0,GBP
95690,52967,20221130,10,C,PJ001_P0,500,10,LEAD_TIME,3,AS,25,75000,20,YES,1000,ELEC,M,P,8,0,0,0,GBP
95590,52917,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,25,20000,20,YES,1000,COMB,L,P,1,0,0,0,GBP
94398,52321,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,SM,75,20000,20,YES,1000,ELEC,S,C,0,0,0,0,GBP
89324,49784,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,10,GR,25,20000,20,YES,2000,ELEC,M,P,0,0,0,0,GBP
31602,20923,20221130,10,C,PJ001_P0,500,10,LEAD_TIME,3,SM,25,20000,20,NO,2000,COMB,L,P,5,0,0,0,GBP
89210,49727,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,SM,25,20000,20,NO,2000,ELEC,S,C,8,0,0,0,GBP
89310,49777,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,GR,75,75000,10,YES,1000,ELEC,M,P,3,0,0,0,GBP
89410,49827,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,GR,25,20000,10,YES,500,ELEC,L,P,3,0,0,0,GBP
89424,49834,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,3,SM,25,20000,10,YES,2000,ELEC,L,C,8,0,0,0,GBP
31402,20823,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,AS,50,20000,25,YES,2000,ELEC,S,P,2,0,0,0,GBP
31616,20930,20221130,10,C,PJ001_P0,100,10,OPERATING_COSTS,3,AS,25,20000,10,YES,2000,ELEC,S,P,7,0,0,0,GBP
32044,21144,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,3,GR,50,20000,20,YES,1000,ELEC,L,P,7,0,0,0,GBP
89718,49981,20221130,10,C,PJ001_P0,500,50,LEAD_TIME,7,SM,25,20000,20,YES,1000,ELEC,M,C,2,0,0,0,GBP
95424,52834,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,7,AS,25,20000,20,NO,1000,COMB,S,P,4,0,0,0,GBP
95314,52779,20221130,10,C,PJ001_P0,500,50,LEAD_TIME,3,AS,50,20000,25,NO,500,COMB,L,P,4,0,0,0,GBP
94840,52542,20221130,10,C,PJ001_P0,100,50,LEAD_TIME,3,GR,50,20000,25,YES,2000,ELEC,S,P,4,0,0,0,GBP
95568,52906,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,SM,25,50000,20,NO,1000,COMB,L,C,5,0,0,0,GBP
94950,52597,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,3,AS,25,50000,20,NO,1000,COMB,L,P,6,0,0,0,GBP
95348,52796,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,3,AS,25,20000,10,NO,1000,COMB,S,P,3,0,0,0,GBP
95458,52851,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,7,GR,25,20000,10,YES,2000,ELEC,L,P,5,0,0,0,GBP
94510,52377,20221130,10,C,PJ001_P0,500,50,LEAD_TIME,10,GR,25,50000,20,YES,1000,ELEC,S,P,2,0,0,0,GBP
40698,25471,20221130,10,C,PJ001_P0,100,50,LEAD_TIME,3,AS,25,20000,20,YES,2000,ELEC,S,P,5,0,0,0,GBP
95238,52741,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,3,SM,50,50000,20,YES,1000,ELEC,M,P,3,0,0,0,GBP
95018,52631,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,3,AS,75,20000,25,YES,2000,ELEC,S,P,3,0,0,0,GBP
94730,52487,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,7,SM,50,20000,20,NO,1000,ELEC,S,C,7,0,0,0,GBP
38694,24469,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,SM,25,50000,10,NO,1000,ELEC,M,C,0,0,0,0,GBP
89562,49903,20221130,10,C,PJ001_P0,500,10,ENVIRON_IMPACT,3,AS,25,20000,20,YES,2000,ELEC,S,P,8,0,0,0,GBP
38584,24414,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,3,SM,50,20000,35,NO,1000,COMB,S,P,7,0,0,0,GBP
89342,49793,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,SM,25,20000,20,YES,1000,ELEC,S,C,3,0,0,0,GBP
38254,24249,20221130,10,C,PJ001_P0,500,10,OPERATING_COSTS,7,AS,75,50000,20,YES,2000,COMB,L,P,5,0,0,0,GBP
38398,24321,20221130,10,C,PJ001_P0,500,25,ENVIRON_IMPACT,7,GR,75,50000,35,YES,1000,COMB,M,P,9,0,0,0,GBP
94654,52449,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,3,SM,75,20000,25,YES,1000,ELEC,M,C,7,0,0,0,GBP
94984,52614,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,GR,50,20000,35,YES,1000,ELEC,S,P,8,0,0,0,GBP
94874,52559,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,AS,50,20000,25,YES,2000,ELEC,S,P,5,0,0,0,GBP
89156,49700,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,10,GR,75,20000,10,NO,1000,COMB,S,P,6,0,0,0,GBP
38990,24617,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,7,SM,50,20000,25,YES,2000,COMB,S,C,7,0,0,0,GBP
94434,52339,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,10,SM,25,20000,20,YES,1000,ELEC,S,C,5,0,0,0,GBP
89376,49810,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,10,AS,50,20000,25,YES,1000,COMB,M,P,9,0,0,0,GBP
38770,24507,20221130,10,C,PJ001_P0,500,50,OPERATING_COSTS,7,SM,50,20000,35,YES,1000,ELEC,M,C,9,0,0,0,GBP
38330,24287,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,SM,25,50000,20,YES,2000,COMB,M,C,0,0,0,0,GBP
31494,20869,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,50,20000,20,NO,2000,COMB,M,P,8,0,0,0,GBP
89596,49920,20221130,10,C,PJ001_P0,100,10,OPERATING_COSTS,3,AS,50,75000,35,YES,1000,ELEC,S,P,4,0,0,0,GBP
94468,52356,20221130,10,C,PJ001_P0,500,25,LEAD_TIME,10,AS,50,20000,35,YES,1000,ELEC,S,P,1,0,0,0,GBP
31912,21078,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,10,SM,75,20000,35,YES,1000,ELEC,L,C,7,0,0,0,GBP
95500,52872,20221130,10,C,PJ001_P0,500,10,OPERATING_COSTS,3,SM,25,75000,20,YES,1000,COMB,M,C,6,0,0,0,GBP
38604,24424,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,GR,25,20000,20,NO,1000,COMB,L,P,9,0,0,0,GBP
94646,52445,20221130,10,C,PJ001_P0,50,50,ENVIRON_IMPACT,3,AS,25,50000,20,YES,2000,COMB,S,P,7,0,0,0,GBP
31506,20875,20221130,10,C,PJ001_P0,100,50,LEAD_TIME,3,SM,25,50000,20,YES,1000,COMB,S,C,8,0,0,0,GBP
95534,52889,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,SM,50,50000,35,YES,500,ELEC,S,C,5,0,0,0,GBP
38824,24534,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,7,SM,25,50000,10,YES,500,COMB,S,C,9,0,0,0,GBP
95754,52999,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,AS,25,75000,20,YES,1000,ELEC,M,P,6,0,0,0,GBP
89698,49971,20221130,10,C,PJ001_P0,50,10,ENVIRON_IMPACT,3,GR,75,75000,35,YES,500,ELEC,M,P,6,0,0,0,GBP
31376,20810,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,10,SM,25,75000,20,YES,500,COMB,M,P,2,0,0,0,GBP
89258,49751,20221130,10,C,PJ001_P0,50,50,ENVIRON_IMPACT,7,GR,25,20000,20,YES,1000,ELEC,S,P,8,0,0,0,GBP
95074,52659,20221130,10,C,PJ001_P0,100,10,LEAD_TIME,3,AS,75,75000,20,YES,1000,ELEC,S,P,4,0,0,0,GBP
95918,53081,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,50,20000,25,NO,500,COMB,S,P,7,0,0,0,GBP
95184,52714,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,SM,25,50000,20,YES,2000,ELEC,S,C,4,0,0,0,GBP
38528,24386,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,7,SM,25,50000,20,YES,1000,ELEC,S,P,8,0,0,0,GBP
31810,21027,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,7,SM,50,50000,20,YES,1000,ELEC,M,C,0,0,0,0,GBP
31920,21082,20221130,10,C,PJ001_P0,100,50,OPERATING_COSTS,3,SM,25,20000,20,YES,2000,ELEC,S,C,5,0,0,0,GBP
38816,24530,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,3,SM,25,20000,20,YES,500,COMB,M,C,3,0,0,0,GBP
31734,20989,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,3,GR,25,50000,20,NO,500,COMB,M,P,5,0,0,0,GBP
31608,20926,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,7,GR,25,50000,20,YES,500,ELEC,L,P,9,0,0,0,GBP
95432,52838,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,AS,25,50000,20,YES,1000,COMB,M,P,2,0,0,0,GBP
31938,21091,20221130,10,C,PJ001_P0,500,25,LEAD_TIME,3,SM,50,20000,35,YES,2000,ELEC,S,C,3,0,0,0,GBP
38296,24270,20221130,10,C,PJ001_P0,100,10,LEAD_TIME,10,SM,50,75000,35,NO,500,COMB,M,C,5,0,0,0,GBP
38356,24300,20221130,10,C,PJ001_P0,50,10,LEAD_TIME,3,SM,25,50000,20,YES,1000,COMB,S,C,9,0,0,0,GBP
38900,24572,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,SM,25,50000,20,YES,2000,COMB,S,P,1,0,0,0,GBP
95686,52965,20221130,10,C,PJ001_P0,500,10,LEAD_TIME,3,SM,25,75000,20,YES,500,ELEC,S,C,4,0,0,0,GBP
38880,24562,20221130,10,C,PJ001_P0,100,25,OPERATING_COSTS,3,GR,25,20000,20,YES,1000,ELEC,S,P,0,0,0,0,GBP
89630,49937,20221130,10,C,PJ001_P0,100,10,ENVIRON_IMPACT,3,AS,25,75000,20,YES,1000,ELEC,S,P,7,0,0,0,GBP
31878,21061,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,AS,25,75000,20,YES,2000,ELEC,S,P,1,0,0,0,GBP
38440,24342,20221130,10,C,PJ001_P0,500,25,OPERATING_COSTS,10,SM,25,20000,10,YES,500,COMB,S,C,1,0,0,0,GBP
38796,24520,20221130,10,C,PJ001_P0,50,25,LEAD_TIME,3,SM,25,50000,20,YES,1000,ELEC,S,C,4,0,0,0,GBP
95830,53037,20221130,10,C,PJ001_P0,500,10,OPERATING_COSTS,3,SM,25,75000,20,YES,1000,COMB,L,C,2,0,0,0,GBP
95246,52745,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,SM,25,50000,20,YES,1000,ELEC,S,P,5,0,0,0,GBP
40608,25426,20221130,10,C,PJ001_P0,500,25,LEAD_TIME,3,SM,75,20000,20,YES,1000,ELEC,L,C,2,0,0,0,GBP
38482,24363,20221130,10,C,PJ001_P0,1000,10,LEAD_TIME,3,AS,25,75000,20,YES,2000,ELEC,L,P,7,0,0,0,GBP
31562,20903,20221130,10,C,PJ001_P0,500,25,ENVIRON_IMPACT,7,AS,25,20000,20,YES,2000,ELEC,S,P,7,0,0,0,GBP
94722,52483,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,GR,25,20000,20,YES,2000,ELEC,S,P,3,0,0,0,GBP
89444,49844,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,SM,25,20000,20,YES,2000,ELEC,S,C,4,0,0,0,GBP
95644,52944,20221130,10,C,PJ001_P0,50,50,LEAD_TIME,3,SM,50,50000,35,YES,2000,COMB,M,P,6,0,0,0,GBP
94976,52610,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,7,GR,50,50000,25,YES,1000,ELEC,M,P,7,0,0,0,GBP
89164,49704,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,3,AS,50,50000,10,YES,2000,ELEC,S,P,2,0,0,0,GBP
89274,49759,20221130,10,C,PJ001_P0,50,25,OPERATING_COSTS,10,SM,25,50000,20,YES,1000,COMB,S,P,6,0,0,0,GBP
38652,24448,20221130,10,C,PJ001_P0,50,10,OPERATING_COSTS,3,AS,25,20000,20,NO,1000,COMB,S,P,4,0,0,0,GBP
38872,24558,20221130,10,C,PJ001_P0,100,25,LEAD_TIME,3,AS,25,20000,20,YES,1000,ELEC,S,P,0,0,0,0,GBP
40622,25433,20221130,10,C,PJ001_P0,100,10,OPERATING_COSTS,10,AS,25,50000,20,NO,1000,COMB,M,P,5,0,0,0,GBP
89656,49950,20221130,10,C,PJ001_P0,50,50,OPERATING_COSTS,3,SM,25,50000,20,NO,1000,ELEC,M,P,0,0,0,0,GBP
